,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
5439,0.03,0.01,0.08983333333333335,0.01,0.02,0.03333333333333333,0.05,0.01,0.11166666666666666,0.11,0.015
5440,0.0,0.0375,0.04333333333333333,0.0,0.05,0.0,0.05,0.0,0.16,0.02,0.02
5441,0.0,0.03,0.1015,0.0,0.01,0.02,0.05,0.01,0.145,0.1,0.0
5442,0.02,0.056666666666666664,0.09333333333333332,0.02,0.02,0.006,0.04,0.01,0.095,0.0775,0.02
5443,0.04,0.03,0.075,0.0,0.02,0.0,0.0,0.07,0.05,0.07,0.0
5444,0.01,0.135,0.14,0.0,0.02,0.0,0.05,0.02,0.05,0.27,0.0
5445,0.0,0.01,0.04285714285714286,0.0,0.01,0.0,0.0,0.0,0.02,0.09,0.0
5446,0.0,0.025,0.1225,0.0,0.04,0.01,0.08,0.0,0.23,0.02,0.03
5447,0.0,0.01,0.01,0.0,0.0,0.01,0.16,0.0,0.39,0.02,0.01
5448,0.01,0.0275,0.14933333333333332,0.0,0.049166666666666664,0.0,0.01,0.0,0.015,0.06583333333333334,0.01
5449,0.01,0.045,0.15333333333333332,0.0,0.01,0.0,0.0325,0.0,0.019999999999999997,0.13,0.0
5450,0.0,0.02,0.02,0.0,0.01,0.0,0.244,0.01,0.19666666666666666,0.068,0.0
5451,0.05,0.0,0.025,0.0,0.02,0.0,0.06,0.0,0.085,0.1,0.02
5452,0.07,0.12066666666666666,0.17833333333333332,0.07,0.08833333333333332,0.1125,0.12433333333333334,0.09,0.15533333333333332,0.23,0.092
5453,0.01,0.028888888888888888,0.03,0.0,0.02,0.0,0.066,0.01,0.035,0.02,0.02
5454,0.0,0.02,0.03,0.0,0.04,0.0,0.16,0.01,0.18,0.08,0.01
5455,0.01,0.075,0.03,0.01,0.0,0.02,0.03,0.13,0.05,0.04,0.0
5456,0.0,0.045,0.08083333333333333,0.0,0.0125,0.0,0.09,0.01,0.16,0.09,0.0
5457,0.0,0.0,0.34,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.01
5458,0.01,0.01,0.05,0.02,0.03,0.0,0.03,0.02,0.204,0.31,0.0
5459,0.0,0.02,0.21233333333333335,0.0,0.0,0.01,0.0,0.0,0.08166666666666668,0.5068333333333335,0.01
5460,0.04,0.024,0.1,0.0,0.04,0.005,0.02,0.02,0.05333333333333333,0.19,0.01
5461,0.0,0.0,0.0325,0.0,0.01,0.0,0.04,0.0,0.04166666666666666,0.38,0.0
5462,0.0,0.003333333333333333,0.4103333333333333,0.0,0.0,0.26,0.03,0.01,0.006666666666666666,0.02,0.01
5463,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.07,0.05,0.0
5464,0.02,0.01,0.17,0.0,0.01,0.0,0.0,0.0,0.03,0.56,0.0
5465,0.01,0.09,0.05,0.0,0.01,0.03,0.09,0.0,0.04,0.21,0.0
5466,0.01,0.07833333333333332,0.14566666666666667,0.0,0.08159523809523808,0.01,0.07666666666666666,0.0,0.09166666666666666,0.11583333333333332,0.01
5467,0.0,0.03,0.03,0.01,0.03,0.02,0.16,0.0,0.2,0.10666666666666667,0.0
5468,0.01,0.03,0.03,0.02,0.01,0.0,0.09,0.01,0.08,0.05,0.02
5469,0.0,0.0325,0.0225,0.01,0.03,0.02,0.05,0.02,0.04,0.1366666666666667,0.01
5470,0.0,0.04,0.04,0.0,0.01,0.0,0.01,0.0,0.09,0.195,0.06
5471,0.0,0.07,0.095,0.0,0.01,0.0,0.01,0.0,0.01,0.04783333333333333,0.0
5472,0.0,0.05833333333333333,0.14,0.02,0.0425,0.01,0.10666666666666667,0.03,0.04,0.06,0.04
5473,0.0,0.01,0.04333333333333334,0.01,0.01,0.0,0.01,0.0,0.01,0.085,0.0
5474,0.0,0.0,0.0475,0.0,0.03,0.0,0.03,0.0,0.04416666666666667,0.01,0.0
5475,0.0,0.01,0.02,0.01,0.02,0.01,0.2,0.0,0.35,0.05,0.01
5476,0.0,0.05,0.11,0.0,0.0,0.0,0.17,0.0,0.15,0.08,0.0
5477,0.0,0.0,0.0,0.0,0.01,0.0,0.54,0.0,0.01,0.0,0.0
5478,0.0,0.02333333333333333,0.03333333333333333,0.01,0.01,0.02,0.04,0.03,0.03,0.03,0.01
5479,0.0,0.0,0.01,0.0,0.01,0.0,0.07,0.0,0.14,0.05,0.0
5480,0.04,0.0275,0.04,0.01,0.025,0.04,0.02,0.01,0.05,0.064,0.015
5481,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.0,0.04,0.375,0.0
5482,0.23,0.02,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.09,0.0
5483,0.0,0.01,0.3685,0.0,0.20216666666666666,0.0,0.0,0.0,0.02,0.052000000000000005,0.0
5484,0.0,0.03,0.06,0.0,0.0,0.0,0.01,0.02,0.07,0.21,0.0
5485,0.0,0.0,0.0,0.0,0.01,0.005,0.06,0.0,0.84,0.03,0.0
5486,0.02,0.05,0.05,0.01,0.01,0.0,0.03,0.0,0.06,0.07,0.0
5487,0.0,0.02,0.09,0.0,0.0,0.02,0.01,0.01,0.03,0.02,0.0
5488,0.0,0.01,0.04,0.0,0.01,0.0,0.04,0.01,0.02,0.675,0.0
5489,0.0,0.0,0.67,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0
5490,0.0,0.023333333333333334,0.075,0.01,0.003333333333333333,0.01,0.05,0.03,0.1775,0.185,0.04
5491,0.04,0.06,0.08,0.0,0.1,0.03,0.0925,0.02,0.08,0.16,0.06
5492,0.0,0.07,0.02,0.01,0.01,0.02,0.07,0.0,0.08,0.06,0.1
5493,0.08,0.02,0.08333333333333334,0.0,0.02,0.02,0.03,0.01,0.04,0.02,0.026666666666666665
5494,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.0,0.01,0.0125,0.445
5495,0.1,0.015,0.017142857142857144,0.0,0.0,0.01,0.03166666666666666,0.04,0.075,0.09,0.0
5496,0.84,0.006666666666666666,0.03,0.0,0.01,0.01,0.01,0.0,0.04,0.035,0.01
5497,0.02,0.29166666666666663,0.3331666666666666,0.0,0.03,0.0,0.182,0.04,0.02,0.05,0.055
5498,0.0,0.0,0.03,0.01,0.0,0.0,0.015,0.02,0.01,0.07,0.0
5499,0.0,0.02,0.03,0.0,0.04,0.04,0.01,0.0,0.06916666666666665,0.069,0.01
5500,0.0,0.0,0.16,0.0,0.0,0.0,0.05,0.0,0.21,0.04,0.0
5501,0.03,0.01,0.07333333333333333,0.0,0.0,0.02,0.04,0.0,0.04333333333333334,0.142,0.0
5502,0.09,0.02,0.03,0.04,0.02,0.0,0.03,0.02,0.055,0.09,0.0
5503,0.01,0.015,0.065,0.0,0.0,0.01,0.0,0.0,0.02,0.05,0.01
5504,0.05,0.04,0.04,0.0,0.03666666666666667,0.02,0.11,0.0,0.2,0.06,0.01
5505,0.0,0.03,0.085,0.0,0.01,0.0,0.42,0.03,0.05,0.02,0.01
5506,0.0,0.035,0.015,0.0,0.03,0.005,0.12,0.0,0.045,0.025,0.01
5507,0.01,0.01,0.013999999999999999,0.0,0.01,0.0,0.13,0.01,0.1,0.056666666666666664,0.0
5508,0.0,0.045,0.07,0.03,0.02,0.0,0.026666666666666665,0.01,0.04,0.17833333333333334,0.0
5509,0.01,0.04,0.04,0.0,0.02,0.0,0.01,0.0,0.08,0.305,0.0
5510,0.03,0.01,0.175,0.0,0.09,0.0,0.04,0.04,0.06,0.15,0.01
5511,0.0,0.013333333333333332,0.16516666666666666,0.0,0.08016666666666666,0.01,0.19166666666666665,0.07,0.05,0.1275,0.07583333333333334
5512,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.29333333333333333,0.04916666666666667,0.01
5513,0.03,0.07916666666666666,0.1,0.01,0.04333333333333333,0.01,0.06,0.02,0.08,0.165,0.03
5514,0.0,0.04,0.03,0.0,0.01,0.0,0.056666666666666664,0.0,0.07,0.08,0.0
5515,0.0,0.03333333333333333,0.05833333333333334,0.0,0.04,0.005,0.09,0.0,0.23833333333333337,0.25,0.0
5516,0.0,0.08,0.06,0.0,0.01,0.01,0.0625,0.0,0.04,0.07,0.0
5517,0.06,0.02,0.07,0.0,0.03,0.01,0.03833333333333333,0.045,0.18,0.115,0.0125
5518,0.01,0.0,0.06999999999999999,0.0,0.0,0.01,0.08,0.03166666666666666,0.1,0.11,0.01
5519,0.01,0.035,0.069,0.01,0.04,0.04,0.08,0.02,0.046,0.07333333333333333,0.016666666666666666
5520,0.58,0.043,0.04,0.02,0.0,0.0,0.04,0.01,0.02,0.025,0.002
5521,0.0,0.01,0.04666666666666666,0.0,0.01,0.01,0.205,0.0,0.075,0.095,0.0
5522,0.01,0.04,0.19000000000000003,0.0,0.01,0.05,0.045,0.03,0.055,0.155,0.03
5523,0.0,0.005,0.065,0.0,0.0,0.0,0.01,0.0,0.08,0.29,0.01
5524,0.0,0.01,0.0,0.0,0.01,0.0,0.13,0.0,0.18333333333333335,0.03,0.0
5525,0.86,0.022000000000000002,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0
5526,0.07,0.035833333333333335,0.105,0.0,0.023333333333333334,0.0,0.02,0.04,0.049444444444444444,0.174,0.048
5527,0.06,0.03,0.11,0.0,0.003333333333333333,0.0,0.03,0.0,0.04777777777777778,0.04,0.0
5528,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.14,0.03,0.0
5529,0.11,0.05333333333333334,0.12,0.01,0.003333333333333333,0.01,0.03,0.01,0.04,0.09,0.0225
5530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1383333333333333,0.01,0.0
5531,0.98,0.0,0.027999999999999997,0.0,0.0,0.0,0.03333333333333333,0.02,0.02,0.02,0.0
5532,0.04,0.02,0.039999999999999994,0.0,0.03333333333333333,0.0,0.03,0.0,0.04,0.2,0.0
5533,0.0,0.013333333333333332,0.15516666666666667,0.0,0.06916666666666665,0.01,0.125,0.07,0.04,0.13416666666666666,0.07583333333333334
5534,0.0,0.04,0.0825,0.01,0.03,0.0,0.01,0.0,0.02,0.07,0.01
5535,0.02,0.0425,0.06,0.0,0.01,0.006785714285714286,0.07,0.01,0.04,0.04,0.03
5536,0.02,0.03833333333333333,0.105,0.01,0.08,0.01,0.045,0.1,0.05,0.0875,0.0
5537,0.01,0.03,0.06,0.01,0.01,0.01,0.01,0.02,0.08,0.17,0.0
5538,0.0,0.0,0.01,0.0,0.0,0.06333333333333332,0.0,0.02,0.0,0.457,0.0
5539,0.02,0.4134999999999999,0.5056666666666666,0.0,0.01,0.005,0.025,0.01,0.03,0.04,0.01
5540,0.04,0.03,0.09166666666666667,0.0,0.016666666666666666,0.04,0.04,0.02,0.12,0.11,0.015
5541,0.0,0.01,0.025,0.0,0.04,0.0,0.06,0.0,0.13,0.61,0.0
5542,0.0,0.07,0.1525,0.0,0.01,0.0,0.02,0.0,0.01,0.02,0.01
5543,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.02,0.11,0.01
5544,0.0,0.0,0.12,0.01,0.01,0.0,0.03,0.01,0.09,0.096,0.14
5545,0.0,0.0,0.045,0.0,0.01,0.0,0.165,0.0,0.01,0.1275,0.0
5546,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.28,0.022000000000000002,0.0
5547,0.03,0.075,0.09333333333333332,0.02,0.02,0.0,0.024,0.04,0.05,0.1,0.01
5548,0.0,0.04,0.03,0.02,0.02,0.0,0.08,0.0,0.05,0.1,0.02
5549,0.0,0.01,0.02,0.0,0.0,0.04,0.0,0.01,0.03,0.04,0.0
5550,1.0,0.0,0.03666666666666667,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
5551,0.0,0.192,0.025,0.0,0.05,0.0,0.02,0.01,0.02333333333333333,0.81,0.01
5552,0.0,0.154,0.175,0.0,0.02,0.0,0.0,0.0,0.13,0.66,0.02
5553,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.0
5554,0.0,0.025,0.026666666666666665,0.0,0.02,0.0,0.03,0.0,0.04,0.32,0.0
5555,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.03,0.4025,0.07,0.0
5556,0.91,0.01,0.03,0.0,0.0,0.0,0.006666666666666666,0.0,0.0,0.0,0.0
5557,0.0,0.0,0.0025,0.08,0.02428571428571429,0.0,0.09,0.0,0.03,0.04,0.01
5558,0.0,0.03,0.01,0.0,0.01,0.02,0.01,0.0,0.09,0.35,0.0
5559,0.01,0.025,0.006666666666666666,0.02,0.013333333333333332,0.0,0.01,0.01,0.045,0.06,0.0
5560,0.01,0.0,0.0,0.0,0.0,0.0,0.14800000000000002,0.0,0.74,0.0,0.0
5561,0.01,0.06,0.05,0.0,0.02,0.03,0.06,0.06,0.03,0.085,0.03
5562,0.0,0.04,0.05,0.01,0.0,0.0,0.086,0.02,0.09,0.08,0.0
5563,0.01,0.005,0.02,0.03,0.02,0.0,0.05,0.01,0.06,0.122,0.0
5564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
5565,0.0,0.02,0.015,0.0,0.03,0.0,0.175,0.0,0.22,0.02,0.0
5566,0.9,0.02,0.03,0.0,0.0,0.0,0.016,0.0,0.02,0.02,0.02
5567,0.0,0.02,0.07583333333333334,0.01,0.01,0.016666666666666666,0.08650000000000001,0.01,0.1175,0.065,0.24316666666666664
5568,0.0,0.02,0.05,0.05,0.0,0.01,0.11,0.01,0.22,0.02,0.04
5569,0.0,0.07933333333333333,0.06666666666666667,0.0,0.006,0.0,0.03,0.01,0.04,0.035,0.04333333333333333
5570,0.0,0.06666666666666667,0.12,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0
5571,0.01,0.04,0.07,0.0,0.05,0.01,0.03,0.0,0.056666666666666664,0.17,0.02
5572,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.02,0.01
5573,0.01,0.0,0.03666666666666667,0.01,0.04,0.0,0.07,0.07,0.12,0.07,0.04
5574,0.0,0.41,0.47,0.0,0.035,0.0,0.01,0.01,0.0,0.1,0.0
5575,0.01,0.0,0.06,0.0,0.01,0.0,0.03666666666666667,0.0,0.11,0.02,0.0
5576,0.01,0.0675,0.019166666666666665,0.0,0.025,0.035,0.096,0.01,0.05,0.05,0.02
5577,0.0,0.01,0.06,0.0,0.02,0.02,0.03,0.0,0.07,0.03666666666666667,0.0
5578,0.01,0.024,0.05833333333333334,0.02,0.0175,0.01,0.01,0.01,0.06666666666666667,0.255,0.01
5579,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.15833333333333333,0.0,0.0
5580,0.0,0.27016666666666667,0.045,0.0,0.02,0.0,0.02,0.02,0.05,0.05,0.01
5581,0.02,0.07,0.015,0.0,0.01,0.0,0.02,0.01,0.03,0.33,0.01
5582,0.02,0.01,0.0,0.0,0.01,0.0,0.08,0.0,0.16,0.01,0.0
5583,0.0,0.023333333333333334,0.08833333333333332,0.0,0.015,0.03,0.02,0.0,0.045,0.17,0.01
5584,0.73,0.04666666666666666,0.0475,0.0,0.01,0.01,0.02,0.01,0.03,0.04,0.0
5585,0.0,0.03333333333333333,0.084,0.02,0.04,0.01,0.07,0.05,0.06,0.13,0.04
5586,0.0,0.015,0.04,0.0,0.11,0.0,0.01,0.02,0.035,0.05,0.01
5587,0.0,0.07,0.165,0.01,0.03,0.0,0.05,0.0,0.06666666666666667,0.1,0.04
5588,0.0,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.35,0.0,0.0
5589,0.06,0.03333333333333333,0.09999999999999998,0.0,0.02,0.0,0.08,0.01,0.07,0.15333333333333335,0.01
5590,0.02,0.03935483870967742,0.03,0.0,0.01,0.0,0.04,0.02,0.14,0.065,0.03
5591,0.01,0.0,0.07,0.0,0.03,0.01,0.07666666666666666,0.01,0.07,0.16,0.0
5592,0.0,0.02,0.08666666666666666,0.0,0.02,0.0,0.05666666666666667,0.01,0.09,0.06,0.03
5593,0.01,0.05,0.026666666666666665,0.03,0.055,0.01,0.18,0.0,0.26,0.05,0.0
5594,0.02,0.0425,0.05166666666666666,0.02,0.01,0.09125,0.05,0.0,0.111,0.08,0.01
5595,0.0,0.07,0.076,0.0,0.0,0.0,0.01,0.01,0.02,0.05,0.0
5596,0.02,0.03,0.045,0.01,0.01,0.0,0.04,0.0,0.08333333333333334,0.08,0.0
5597,0.01,0.02,0.13766666666666666,0.01,0.049166666666666664,0.0,0.06333333333333332,0.0,0.01,0.028333333333333335,0.0
5598,0.0,0.03,0.0775,0.02,0.01,0.0,0.02,0.03,0.01,0.16,0.022857142857142857
5599,0.01,0.24,0.2733333333333334,0.0,0.04,0.04,0.04,0.03,0.08,0.05,0.015
5600,0.01,0.1,0.05625,0.0,0.03,0.02,0.1,0.02,0.08,0.17,0.056666666666666664
5601,0.0,0.04,0.07666666666666667,0.01,0.03,0.04,0.055,0.01,0.065,0.13,0.0
5602,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.02,0.08,0.0
5603,0.96,0.0,0.015,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
5604,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12666666666666668,0.0,0.0
5605,0.04,0.08666666666666666,0.08,0.01,0.02,0.0,0.05,0.02,0.065,0.11333333333333334,0.02
5606,0.0,0.0,0.006666666666666666,0.0,0.0,0.09333333333333332,0.11,0.0,0.04,0.0,0.0
5607,0.0,0.03,0.154,0.0,0.0,0.016666666666666666,0.03,0.0,0.03,0.6048333333333333,0.09897619047619045
5608,0.0,0.03,0.065,0.0,0.04,0.03,0.03,0.0,0.08,0.05,0.02
5609,0.01,0.02,0.045,0.04,0.01,0.0,0.01,0.03,0.08,0.03,0.01
5610,0.0,0.01,0.04,0.0,0.01,0.0,0.18,0.0,0.21,0.07,0.0
5611,0.02,0.01,0.05833333333333333,0.0,0.016666666666666666,0.03,0.03,0.0,0.07,0.05,0.0
5612,0.01,0.02,0.09,0.01,0.0,0.0,0.05,0.03,0.12,0.07,0.03
5613,0.0,0.01,0.01,0.0,0.0,0.0,0.19,0.0,0.01,0.06,0.0
5614,0.06,0.09333333333333332,0.1225,0.0,0.01,0.0,0.03,0.04,0.06,0.105,0.03
5615,0.0,0.01,0.055,0.0,0.0895,0.01,0.06333333333333332,0.01,0.0925,0.09,0.01
5616,0.01,0.0,0.08333333333333331,0.02,0.01,0.0,0.035,0.0175,0.13,0.1475,0.0016666666666666666
5617,0.94,0.02,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.02,0.0125
5618,0.0,0.0,0.02,0.0,0.0,0.0,0.73,0.0,0.05333333333333333,0.0,0.0
5619,0.0,0.015,0.05,0.0,0.01,0.04,0.044000000000000004,0.03,0.05,0.29333333333333333,0.01
5620,0.0,0.03333333333333333,0.045,0.02,0.02,0.01,0.05,0.0,0.03,0.05,0.01
5621,0.01,0.0,0.04,0.0,0.03,0.0,0.17,0.0,0.34666666666666673,0.05,0.01
5622,0.0,0.01,0.0,0.0,0.0,0.0,0.47,0.01,0.31,0.0,0.01
5623,0.0,0.0,0.01,0.02,0.02,0.09,0.03,0.01,0.05,0.05,0.0
5624,0.08,0.03,0.013333333333333332,0.05,0.06,0.0,0.05,0.1,0.06,0.0725,0.01
5625,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.2325,0.03,0.0
5626,0.58,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.025,0.0
5627,0.01,0.06,0.065,0.01,0.03333333333333333,0.0,0.04,0.01,0.02,0.1,0.0
5628,0.84,0.013333333333333332,0.013333333333333332,0.01,0.0,0.0,0.01,0.0,0.03,0.01,0.0
5629,0.03,0.03,0.03166666666666666,0.02,0.01,0.0,0.03,0.0,0.01,0.73,0.0
5630,0.0,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.01
5631,0.16,0.18333333333333332,0.3411666666666667,0.04,0.13944444444444443,0.05166666666666666,0.21250000000000002,0.04,0.12,0.27,0.062
5632,0.0,0.01,0.03,0.01,0.01,0.01,0.06666666666666667,0.0,0.12,0.04,0.01
5633,0.0,0.06,0.05083333333333333,0.0,0.04,0.006666666666666666,0.015,0.01,0.02,0.02,0.0
5634,0.0,0.0,0.0,0.0,0.01,0.0,0.28,0.0,0.25,0.02,0.0
5635,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.05,0.0
5636,0.29,0.04,0.05,0.0,0.04,0.0,0.01,0.0,0.04,0.045,0.0
5637,1.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
5638,0.0,0.01,0.0,0.0,0.01,0.01,0.04,0.0,0.13,0.04,0.0
5639,0.01,0.02,0.03,0.02,0.15,0.0,0.06,0.0,0.1225,0.03666666666666667,0.0
5640,0.02,0.0,0.15976190476190477,0.0,0.01,0.006666666666666666,0.17166666666666663,0.0,0.11083333333333334,0.03,0.0025
5641,0.02,0.015,0.055,0.0,0.01,0.0,0.02,0.0,0.03666666666666667,0.105,0.0
5642,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.01,0.08,0.03,0.0
5643,0.0,0.11333333333333334,0.05,0.0,0.0,0.0,0.03,0.0,0.01,0.05,0.0
5644,0.0,0.0,0.01,0.0,0.4746666666666666,0.01,0.0,0.01,0.02,0.45683333333333337,0.4385
5645,0.0,0.04,0.16166666666666665,0.0,0.04,0.01,0.07,0.01,0.07,0.04,0.01
5646,0.03,0.12166666666666667,0.25866666666666666,0.01,0.02,0.02,0.061,0.02,0.015,0.1935,0.02
5647,0.44,0.02,0.06,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.0
5648,0.02,0.034523809523809526,0.038,0.01,0.03333333333333333,0.02,0.16,0.02,0.28,0.07,0.01
5649,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.10333333333333333,0.07,0.0
5650,0.0,0.01,0.06333333333333332,0.0,0.025,0.0,0.026666666666666665,0.02,0.02,0.06666666666666667,0.01
5651,0.04,0.06,0.075,0.0,0.04,0.0,0.02,0.02,0.045,0.1383333333333333,0.01
5652,0.89,0.03,0.03,0.0,0.0075,0.0,0.03,0.0,0.0,0.026000000000000002,0.0
5653,0.0,0.04,0.02,0.0,0.01,0.0,0.01,0.0,0.03,0.09,0.0
5654,0.23,0.01,0.02,0.0,0.01,0.0,0.01,0.02,0.02,0.04333333333333334,0.01
5655,0.0,0.01,0.27,0.0,0.0,0.0,0.09,0.0,0.04,0.035,0.0
5656,0.0,0.06,0.08,0.0,0.01,0.02,0.04,0.01,0.06333333333333334,0.04,0.0
5657,0.0,0.02,0.03,0.0,0.0,0.0,0.005,0.0,0.09,0.14,0.01
5658,0.0,0.0,0.4663333333333334,0.0,0.0,0.02,0.0,0.01,0.0,0.03,0.0
5659,0.08,0.12916666666666665,0.19452380952380952,0.0,0.07192857142857143,0.005,0.252,0.01,0.24666666666666665,0.18,0.02
5660,0.0,0.02,0.015,0.0,0.01,0.05,0.03,0.01,0.01,0.04,0.01
5661,0.0,0.02,0.02,0.01,0.02,0.0,0.02,0.01,0.04,0.07,0.0
5662,0.0,0.046,0.065,0.0,0.05,0.015,0.08,0.0,0.11,0.1,0.03
5663,0.0,0.01,0.0,0.01,0.01,0.01,0.005,0.01,0.15,0.07,0.0
5664,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.03,0.0
5665,0.0,0.07,0.03,0.01,0.025,0.02,0.0285,0.02,0.1,0.12,0.0
5666,0.0,0.01,0.03,0.0,0.0,0.0,0.12,0.0,0.05,0.09,0.01
5667,0.01,0.0675,0.019166666666666665,0.0,0.025,0.035,0.096,0.01,0.05,0.05,0.02
5668,0.0,0.0,0.02,0.0,0.04,0.0,0.215,0.0,0.19,0.095,0.0
5669,0.0,0.02,0.11671428571428573,0.0,0.01,0.0,0.05116666666666667,0.0,0.06383333333333333,0.11252380952380951,0.61
5670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8520783105783102,0.0,0.0
5671,0.03,0.02,0.02,0.0,0.01,0.0,0.03666666666666667,0.01,0.06,0.64,0.02
5672,0.02,0.0642857142857143,0.09666666666666666,0.01,0.01,0.01,0.03,0.03,0.08,0.11416666666666667,0.02
5673,0.0,0.02,0.01,0.0,0.0,0.0,0.04,0.0,0.07,0.02,0.0
5674,0.01,0.02,0.015,0.01,0.01,0.01,0.40333333333333327,0.02,0.43,0.02,0.02
5675,0.02,0.06333333333333332,0.05,0.05,0.04,0.0,0.06,0.03,0.11,0.06,0.01
5676,0.02,0.055,0.056666666666666664,0.01,0.01,0.0,0.04,0.0,0.055999999999999994,0.175,0.0
5677,0.0,0.08,0.09,0.01,0.05,0.0,0.10333333333333332,0.0,0.135,0.065,0.035
5678,0.0,0.03,0.2522857142857143,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.2770238095238095,0.0
5679,0.0,0.0525,0.09083333333333332,0.01,0.04666666666666666,0.0,0.04,0.02,0.09,0.14666666666666667,0.075
5680,0.01,0.025,0.04666666666666666,0.0,0.02,0.0,0.06666666666666667,0.01,0.14,0.055,0.03
5681,0.01,0.01,0.0475,0.0,0.0,0.02,0.084,0.0,0.16,0.03,0.0
5682,0.0,0.04,0.02,0.0,0.01,0.0,0.05,0.0,0.07,0.0475,0.02
5683,0.01,0.015,0.055,0.0,0.0,0.0,0.01,0.0,0.08,0.04833333333333333,0.008333333333333333
5684,0.03,0.04,0.06,0.04,0.015,0.0,0.054000000000000006,0.02,0.11,0.15,0.04
5685,0.0,0.01,0.36,0.0,0.01,0.02,0.09,0.0,0.1,0.06,0.0
5686,0.0,0.06,0.05,0.0,0.0,0.0,0.14,0.0,0.07,0.02,0.01
5687,0.0,0.04,0.09,0.0,0.0,0.0,0.05,0.0,0.02,0.03,0.0
5688,0.04,0.060833333333333336,0.02,0.01,0.0,0.0,0.01,0.01,0.03,0.09,0.015
5689,0.0,0.08,0.02,0.0,0.02,0.01,0.03,0.0,0.04,0.09,0.02
5690,0.12,0.02333333333333333,0.11,0.0,0.0,0.01,0.0,0.0,0.06,0.02,0.0
5691,0.0,0.03,0.01,0.06,0.0,0.01,0.04333333333333333,0.0,0.076,0.013333333333333332,0.01
5692,0.01,0.0,0.025,0.03,0.01,0.0,0.06,0.03,0.05,0.21,0.0
5693,0.0,0.038,0.03,0.0,0.02,0.025,0.05,0.03,0.11083333333333333,0.19899999999999998,0.01
5694,0.01,0.04166666666666666,0.06566666666666666,0.0,0.013333333333333332,0.0,0.008,0.0,0.04,0.13083333333333333,0.03
5695,0.0,0.4086666666666668,0.47700000000000004,0.0,0.01,0.0,0.0,0.01,0.34733333333333327,0.07333333333333333,0.01
5696,0.02,0.05,0.04,0.02,0.03,0.01,0.05,0.03666666666666667,0.08,0.09,0.01
5697,0.0,0.01,0.02,0.0,0.0,0.01,0.11,0.01,0.095,0.15,0.0
5698,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
5699,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.1,0.03,0.0
5700,0.03,0.17,0.195,0.0,0.02,0.0,0.03,0.0,0.14,0.59,0.0
5701,0.0,0.025,0.18,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0
5702,0.0,0.01,0.02,0.0,0.0,0.0,0.105,0.0,0.1,0.04333333333333334,0.0
5703,0.0,0.01,0.03,0.0,0.01,0.02,0.07,0.0,0.41,0.01,0.01
5704,0.56,0.002,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.01
5705,0.05,0.03,0.1366666666666667,0.0,0.02,0.01,0.02,0.04,0.08,0.12,0.03
5706,0.0,0.07,0.13166666666666665,0.01,0.0,0.03,0.07,0.01,0.04,0.08,0.02
